epoch,step,train_epoch_loss,train_epoch_r2,train_epoch_time,val_epoch_loss,val_epoch_r2,val_epoch_time
0.0,16,5.279611587524414,-4.214569091796875,11.358320236206055,0.9984861016273499,-0.07169566303491592,1.8865113258361816
