(training) gnorm,(training) pnorm,epoch,lr,step,train_epoch_loss,train_epoch_r2,train_epoch_time,train_step_loss,val_epoch_loss,val_epoch_r2,val_epoch_time
6.748958110809326,inf,0,0.0009607999818399549,49,,,,0.9680278897285461,,,
0.15624211728572845,inf,0,0.0009208000265061855,99,,,,1.0162034034729004,,,
5.066057205200195,inf,0,0.0008808000129647553,149,,,,1.054106593132019,,,
1.941112756729126,inf,0,0.0008407999994233251,199,,,,1.0551164150238037,,,
,,0.0,,205,1.0870980024337769,-0.09941352903842926,79.84107208251953,,1.0121536254882812,-0.007598686031997204,11.015995025634766
