(training) gnorm,(training) pnorm,epoch,lr,step,train_epoch_loss,train_epoch_r2,train_epoch_time,train_step_loss,val_epoch_loss,val_epoch_r2,val_epoch_time
,,40.0,,696,1.02951180934906,-0.031195983290672302,2.285421133041382,,0.958038866519928,-0.039581578224897385,0.3362560272216797
2.3629231452941895,172.9453582763672,41,0.000440800009528175,699,,,,0.9547635316848755,,,
,,41.0,,713,0.9968419075012207,-0.019413428381085396,2.283701181411743,,0.9578738212585449,-0.037581682205200195,0.3358783721923828
,,42.0,,730,1.0078719854354858,-0.007775808218866587,2.2858622074127197,,0.9603264927864075,-0.041405439376831055,0.335770845413208
,,43.0,,747,1.002553105354309,-0.005892676301300526,2.2848987579345703,,0.964954137802124,-0.047422926872968674,0.3362853527069092
1.7286107540130615,172.95037841796875,44,0.00040079999598674476,749,,,,1.043938159942627,,,
,,44.0,,764,0.9850976467132568,0.00015523504407610744,2.286844253540039,,0.9533090591430664,-0.03433513641357422,0.3367328643798828
,,45.0,,781,1.009481430053711,0.0034636363852769136,2.2925899028778076,,0.9667999148368835,-0.04544730857014656,0.33649563789367676
,,46.0,,798,1.0045758485794067,-0.002454221248626709,2.28900146484375,,0.9645748734474182,-0.04712812229990959,0.3357689380645752
0.0,172.9751739501953,47,0.000360800011549145,799,,,,1.040625810623169,,,
,,47.0,,815,0.9929200410842896,-0.0008902093977667391,2.2897908687591553,,0.9595181345939636,-0.04139707610011101,0.33566975593566895
,,48.0,,832,1.0050032138824463,-0.0018822235288098454,2.286518096923828,,0.9628413319587708,-0.044517356902360916,0.33463096618652344
3.0593698024749756,173.01809692382812,49,0.00032079999800771475,849,,,,1.0468542575836182,,,
,,49.0,,849,0.9937155246734619,0.005700451321899891,2.2916154861450195,,0.95735102891922,-0.037832897156476974,0.3357701301574707
,,50.0,,866,0.9820365905761719,0.01093462947756052,2.289128541946411,,0.9681627750396729,-0.0513988733291626,0.3360331058502197
,,51.0,,883,0.9747796654701233,0.014254854060709476,2.287379026412964,,0.9820405840873718,-0.06273690611124039,0.33490633964538574
2.3224148750305176,173.0875244140625,52,0.00028080001357011497,899,,,,1.0581419467926025,,,
,,52.0,,900,0.9933479428291321,0.01356212142854929,2.2919869422912598,,0.9807280898094177,-0.06334944814443588,0.33658456802368164
,,53.0,,917,0.9843826293945312,0.018540596589446068,2.2893691062927246,,0.9717693328857422,-0.05483182147145271,0.335742712020874
,,54.0,,934,0.9850147366523743,0.010281131602823734,2.2876133918762207,,1.0054630041122437,-0.09370163828134537,0.337416410446167
2.864882469177246,173.18116760253906,55,0.00024080000002868474,949,,,,0.989661455154419,,,
,,55.0,,951,0.9797019958496094,0.022202936932444572,2.2883858680725098,,0.9764863848686218,-0.06124834343791008,0.3360412120819092
,,56.0,,968,0.9841022491455078,0.024167271330952644,2.286893129348755,,0.9666336178779602,-0.04929741099476814,0.33585643768310547
,,57.0,,985,0.9691212773323059,0.02856086939573288,2.2922260761260986,,1.1444896459579468,-0.25246480107307434,0.3361392021179199
3.494563579559326,173.27561950683594,58,0.00020080000103916973,999,,,,0.9008092880249023,,,
,,58.0,,1002,0.9885751008987427,0.006199892610311508,2.28757381439209,,0.9710774421691895,-0.05442003533244133,0.334972620010376
,,59.0,,1019,0.9647490382194519,0.025886353105306625,2.2860257625579834,,0.9719260334968567,-0.052825767546892166,0.33579277992248535
,,60.0,,1036,0.9636732935905457,0.036488499492406845,2.292301893234253,,0.9923357963562012,-0.07775608450174332,0.33574509620666504
6.93080472946167,173.37924194335938,61,0.00023920000239741057,1049,,,,1.0858609676361084,,,
,,61.0,,1053,0.949776828289032,0.037280093878507614,2.289236307144165,,0.9902566075325012,-0.07474374771118164,0.33697056770324707
,,62.0,,1070,0.9560739994049072,0.0511954165995121,2.290588140487671,,0.9856463074684143,-0.0714387521147728,0.33577895164489746
,,63.0,,1087,0.9354106187820435,0.06432391703128815,2.2901577949523926,,1.0107994079589844,-0.09719296544790268,0.33419227600097656
6.715232849121094,173.5607452392578,64,0.0002792000013869256,1099,,,,0.9707980155944824,,,
,,64.0,,1104,0.9316751956939697,0.06490021198987961,2.293097734451294,,1.0484431982040405,-0.14270098507404327,0.3357274532318115
,,65.0,,1121,0.9324055910110474,0.06246887892484665,2.2877445220947266,,1.0781570672988892,-0.1744445562362671,0.33597326278686523
,,66.0,,1138,0.9416866302490234,0.057784341275691986,2.289189577102661,,1.0729445219039917,-0.16570599377155304,0.3353743553161621
9.999999046325684,173.75819396972656,67,0.00031919998582452536,1149,,,,0.9874097108840942,,,
,,67.0,,1155,0.9343001246452332,0.07055767625570297,2.293860673904419,,0.9884913563728333,-0.06945189088582993,0.3364837169647217
,,68.0,,1172,0.9729868769645691,0.04297957196831703,2.286360502243042,,1.0152438879013062,-0.10706067085266113,0.33594536781311035
,,69.0,,1189,0.9377156496047974,0.05165073275566101,2.2846410274505615,,1.0690451860427856,-0.16923177242279053,0.3363804817199707
9.661574363708496,173.90570068359375,70,0.0003591999993659556,1199,,,,0.9355855584144592,,,
,,70.0,,1206,0.9276177883148193,0.06666316092014313,2.2849550247192383,,1.0039632320404053,-0.09033063799142838,0.33632707595825195
,,71.0,,1223,0.8939971923828125,0.09128578752279282,2.2834739685058594,,1.0626627206802368,-0.14826977252960205,0.336045503616333
,,72.0,,1240,0.9186448454856873,0.08734467625617981,2.284891366958618,,1.0081450939178467,-0.0937715396285057,0.3353145122528076
6.23058557510376,174.1343994140625,73,0.0003992000129073858,1249,,,,0.9065701961517334,,,
,,73.0,,1257,0.9042572975158691,0.09061485528945923,2.2893307209014893,,1.0249440670013428,-0.11180826276540756,0.3356966972351074
,,74.0,,1274,0.9656968712806702,0.03257744386792183,2.2904462814331055,,1.0161327123641968,-0.10379266738891602,0.3363339900970459
,,75.0,,1291,0.899871289730072,0.09647016227245331,2.2962403297424316,,1.059858798980713,-0.15339195728302002,0.33431124687194824
8.76227855682373,174.32029724121094,76,0.0004391999973449856,1299,,,,0.8833922147750854,,,
,,76.0,,1308,0.8502234816551208,0.14217115938663483,2.2906341552734375,,1.129724383354187,-0.21720528602600098,0.3367583751678467
,,77.0,,1325,0.9003976583480835,0.08755378425121307,2.291998863220215,,1.2382346391677856,-0.35756716132164,0.3344130516052246
,,78.0,,1342,0.9394106864929199,0.057427193969488144,2.292246103286743,,1.2624679803848267,-0.37243279814720154,0.3360941410064697
7.877427577972412,174.4601287841797,79,0.00047920001088641584,1349,,,,0.824998676776886,,,
,,79.0,,1359,0.9870679378509521,0.013674799352884293,2.288601875305176,,1.0466089248657227,-0.13683171570301056,0.3392953872680664
,,80.0,,1376,1.0403722524642944,-0.04319734498858452,2.288602828979492,,1.0564749240875244,-0.1482803374528885,0.3360137939453125
,,81.0,,1393,0.9185805916786194,0.084235779941082,2.290536403656006,,1.2763941287994385,-0.3780689239501953,0.33692097663879395
10.000000953674316,174.59617614746094,82,0.0005191999953240156,1399,,,,0.822919487953186,,,
,,82.0,,1410,0.9613099694252014,0.03700892627239227,2.2943851947784424,,1.0037133693695068,-0.09345299005508423,0.33591365814208984
,,83.0,,1427,0.8316009640693665,0.16217029094696045,2.2889273166656494,,1.1752549409866333,-0.2887495756149292,0.33582329750061035
,,84.0,,1444,0.8780711889266968,0.12034626305103302,2.295001983642578,,1.3676334619522095,-0.4808417558670044,0.3358161449432373
10.0,174.79815673828125,85,0.0005592000088654459,1449,,,,1.0857748985290527,,,
,,85.0,,1461,1.1229088306427002,-0.11342941224575043,2.290072202682495,,1.4476934671401978,-0.5970697402954102,0.3345935344696045
,,86.0,,1478,0.9065678119659424,0.08409786969423294,2.2886624336242676,,1.0192495584487915,-0.11064153909683228,0.335477352142334
,,87.0,,1495,0.8433569669723511,0.16613538563251495,2.2907052040100098,,1.1609543561935425,-0.26597973704338074,0.33590078353881836
5.514296054840088,174.98045349121094,88,0.0005992000224068761,1499,,,,1.0947234630584717,,,
,,88.0,,1512,0.8935112953186035,0.10637471079826355,2.2921435832977295,,1.2733453512191772,-0.3718701899051666,0.3364083766937256
,,89.0,,1529,0.8669975399971008,0.12662319839000702,2.291250467300415,,1.1241213083267212,-0.21541039645671844,0.33713364601135254
,,90.0,,1546,0.8298497200012207,0.16956807672977448,2.2915022373199463,,1.0188027620315552,-0.10369416326284409,0.3374338150024414
9.999999046325684,175.18002319335938,91,0.0006391999777406454,1549,,,,0.9218186140060425,,,
,,91.0,,1563,0.8578235507011414,0.13932770490646362,2.2887918949127197,,1.5032271146774292,-0.6572553515434265,0.3354511260986328
,,92.0,,1580,1.1345019340515137,-0.1479351967573166,2.288006544113159,,1.186051845550537,-0.28394344449043274,0.33710646629333496
,,93.0,,1597,0.8378835320472717,0.15466836094856262,2.2880313396453857,,1.4987025260925293,-0.6532949805259705,0.33631372451782227
10.000000953674316,175.3492431640625,94,0.0006791999912820756,1599,,,,0.9488040208816528,,,
,,94.0,,1614,0.8123992681503296,0.187778502702713,2.2894976139068604,,1.1343936920166016,-0.24932043254375458,0.33614182472229004
,,95.0,,1631,0.8639617562294006,0.13199841976165771,2.291928768157959,,1.1791666746139526,-0.2685528099536896,0.3354377746582031
,,96.0,,1648,0.8335824012756348,0.1593465656042099,2.291329860687256,,1.4247761964797974,-0.5726608633995056,0.3394458293914795
0.0,175.58502197265625,97,0.0007192000048235059,1649,,,,1.0941073894500732,,,
,,97.0,,1665,0.860289454460144,0.13054291903972626,2.2948203086853027,,1.0890930891036987,-0.1964164525270462,0.3356776237487793
,,98.0,,1682,0.7759716510772705,0.21996405720710754,2.2954161167144775,,1.1660937070846558,-0.2742818295955658,0.33658456802368164
9.999999046325684,175.8535614013672,99,0.0007592000183649361,1699,,,,0.9530971050262451,,,
,,99.0,,1699,0.8610459566116333,0.13421574234962463,2.2920000553131104,,1.5623611211776733,-0.7200466990470886,0.33513808250427246
