(training) gnorm,(training) pnorm,epoch,lr,step,train_epoch_loss,train_epoch_r2,train_epoch_time,train_step_loss,val_epoch_loss,val_epoch_r2,val_epoch_time
,,0.0,,16,188728362401792.0,-181104678010880.0,0.24491500854492188,,404904.15625,-423288.40625,0.038810014724731445
,,1.0,,33,89943.6171875,-91328.1328125,0.24728178977966309,,279.7797546386719,-290.0059509277344,0.03829789161682129
10.0,150.33270263671875,2,0.0009607999818399549,49,,,,1.8331042528152466,,,
,,2.0,,50,28.88867950439453,-27.967382431030273,0.24366283416748047,,9.126118659973145,-8.542415618896484,0.0388031005859375
,,3.0,,67,32.85353088378906,-31.606767654418945,0.24224472045898438,,1.8059636354446411,-0.8723896145820618,0.038510799407958984
,,4.0,,84,28.530437469482422,-27.331241607666016,0.24351119995117188,,2.7463061809539795,-1.8577324151992798,0.038657188415527344
9.999999046325684,150.29486083984375,5,0.0009208000265061855,99,,,,1.9480929374694824,,,
,,5.0,,101,2.445037364959717,-1.534919261932373,0.24347162246704102,,1.1092196702957153,-0.14574770629405975,0.03880572319030762
,,6.0,,118,20.47804832458496,-19.493730545043945,0.24439668655395508,,1.3863153457641602,-0.43312153220176697,0.039206504821777344
,,7.0,,135,1.577871322631836,-0.6180214285850525,0.251295804977417,,0.9900297522544861,-0.01883198879659176,0.03881478309631348
10.0,150.2574005126953,8,0.0008808000129647553,149,,,,1.2235294580459595,,,
,,8.0,,152,2.045842409133911,-1.0993423461914062,0.2464306354522705,,2.4669196605682373,-1.5714664459228516,0.03863191604614258
,,9.0,,169,1.4243935346603394,-0.4685448408126831,0.24869632720947266,,0.9779101014137268,-0.007694979663938284,0.0397186279296875
,,10.0,,186,1.263031005859375,-0.28758513927459717,0.24562501907348633,,1.817797303199768,-0.8764778971672058,0.038977622985839844
9.999998092651367,150.22557067871094,11,0.0008407999994233251,199,,,,0.8969968557357788,,,
,,11.0,,203,1.2093002796173096,-0.23284617066383362,0.24392127990722656,,1.3968366384506226,-0.44604089856147766,0.03917980194091797
,,12.0,,220,1.0303592681884766,-0.06984096765518188,0.2443556785583496,,1.213077425956726,-0.251112699508667,0.03876042366027832
,,13.0,,237,1.0441898107528687,-0.0670691728591919,0.24376583099365234,,0.9824491143226624,-0.012228052131831646,0.03859710693359375
1.9817180633544922,150.19439697265625,14,0.0008007999858818948,249,,,,0.9939473867416382,,,
,,14.0,,254,1.020340919494629,-0.035234082490205765,0.24239468574523926,,0.997467041015625,-0.028380831703543663,0.038808345794677734
