(training) gnorm,(training) pnorm,epoch,lr,step,train_epoch_loss,train_epoch_r2,train_epoch_time,train_step_loss,val_epoch_loss,val_epoch_r2,val_epoch_time
10.0,55.58164596557617,0,0.0009607999818399549,49,,,,4.380046844482422,,,
10.000000953674316,55.712860107421875,0,0.0009208000265061855,99,,,,4.153007984161377,,,
10.000000953674316,55.809940338134766,0,0.0008808000129647553,149,,,,3.3198840618133545,,,
9.999999046325684,55.900672912597656,0,0.0008407999994233251,199,,,,4.351691246032715,,,
,,0.0,,205,5.9717817306518555,-5.880852222442627,141.37705993652344,,5.916851997375488,-5.905239582061768,19.749237060546875
