epoch,train_epoch_loss,train_epoch_r2,val_epoch_loss,val_epoch_r2,train_epoch_time,val_epoch_time,step
0.0,4.079909324645996,-3.0777394771575928,0.9638816714286804,0.034387845546007156,0.16326642036437988,0.019850969314575195,16
