(training) pnorm,(training) gnorm,lr,train_step_loss,epoch,step,train_epoch_loss,train_epoch_r2,val_epoch_loss,val_epoch_r2,train_epoch_time,val_epoch_time
40.003604888916016,6.747403144836426,0.0003992000129073858,1.0527437925338745,1,1249,,,,,,
40.00659942626953,5.524190902709961,0.0004391999973449856,0.9372249245643616,1,1299,,,,,,
40.01142120361328,5.5959038734436035,0.00047920001088641584,1.15116548538208,1,1349,,,,,,
40.013702392578125,6.1647138595581055,0.0005191999953240156,0.9896484613418579,1,1399,,,,,,
40.02259063720703,10.0,0.0005592000088654459,0.9451107978820801,1,1449,,,,,,
40.02747344970703,6.397960186004639,0.0005992000224068761,1.173412561416626,1,1499,,,,,,
40.03506088256836,7.0333452224731445,0.0006391999777406454,1.0948681831359863,1,1549,,,,,,
40.04444122314453,6.170519828796387,0.0006791999912820756,0.8918682932853699,1,1599,,,,,,
,,,,1.0,1643,0.9802364110946655,-0.23513147234916687,0.8593485951423645,-0.08087202906608582,17.03498077392578,3.4584271907806396
40.05000686645508,6.370271682739258,0.0007192000048235059,0.7743874788284302,2,1649,,,,,,
40.05703353881836,7.595323085784912,0.0007592000183649361,1.355666160583496,2,1699,,,,,,
40.0633430480957,8.301756858825684,0.0007991999736987054,1.0716400146484375,2,1749,,,,,,
40.07135009765625,5.788259983062744,0.0008391999872401357,0.9579440951347351,2,1799,,,,,,
40.0790901184082,4.398017406463623,0.0008792000007815659,1.063008427619934,2,1849,,,,,,
40.09296798706055,4.819157123565674,0.0009192000143229961,0.8115397691726685,2,1899,,,,,,
40.110130310058594,9.999999046325684,0.0009592000278644264,0.9216166734695435,2,1949,,,,,,
40.1226921081543,3.981308698654175,0.0009992000414058566,0.7432926893234253,2,1999,,,,,,
40.1502799987793,4.268056392669678,0.0009607999818399549,0.9819654226303101,2,2049,,,,,,
40.16602325439453,7.2868123054504395,0.0009208000265061855,0.9631500840187073,2,2099,,,,,,
40.17596435546875,10.0,0.0008808000129647553,1.0403742790222168,2,2149,,,,,,
40.186676025390625,8.72288990020752,0.0008407999994233251,0.7873799800872803,2,2199,,,,,,
40.205692291259766,4.580672740936279,0.0008007999858818948,0.7819247245788574,2,2249,,,,,,
40.211360931396484,3.6212856769561768,0.0007607999723404646,0.8332400321960449,2,2299,,,,,,
40.22015380859375,4.682408809661865,0.0007208000170066953,1.2744240760803223,2,2349,,,,,,
40.222232818603516,3.396197557449341,0.000680800003465265,1.0290818214416504,2,2399,,,,,,
40.22479248046875,2.60714054107666,0.0006407999899238348,0.9836006760597229,2,2449,,,,,,
,,,,2.0,2465,0.9480563402175903,-0.19048844277858734,0.8475809693336487,-0.06743183732032776,17.717599868774414,2.827549934387207
40.233280181884766,4.858259677886963,0.0006007999763824046,0.8176993727684021,3,2499,,,,,,
40.24025344848633,3.9478862285614014,0.0005608000210486352,0.7769137620925903,3,2549,,,,,,
40.24604415893555,6.846110820770264,0.000520800007507205,0.6448626518249512,3,2599,,,,,,
40.24889373779297,7.466418743133545,0.0004807999939657748,0.9278138279914856,3,2649,,,,,,
40.25399398803711,3.2033770084381104,0.000440800009528175,0.7545358538627625,3,2699,,,,,,
40.2559814453125,4.456097602844238,0.00040079999598674476,0.8538904190063477,3,2749,,,,,,
40.25815200805664,2.825216293334961,0.000360800011549145,0.9268670082092285,3,2799,,,,,,
40.25917053222656,3.1968514919281006,0.00032079999800771475,1.3022392988204956,3,2849,,,,,,
40.259613037109375,4.474803924560547,0.00028080001357011497,1.0042555332183838,3,2899,,,,,,
40.26210021972656,2.943650245666504,0.00024080000002868474,0.6641398668289185,3,2949,,,,,,
40.26327896118164,4.080539226531982,0.00020080000103916973,0.8984612822532654,3,2999,,,,,,
40.26411056518555,5.8197832107543945,0.00023920000239741057,1.3156201839447021,3,3049,,,,,,
40.26496124267578,2.9894039630889893,0.0002792000013869256,1.0132396221160889,3,3099,,,,,,
40.26615905761719,4.428285598754883,0.00031919998582452536,0.7718697190284729,3,3149,,,,,,
40.2686653137207,3.9101943969726562,0.0003591999993659556,1.0483500957489014,3,3199,,,,,,
40.272361755371094,2.889960289001465,0.0003992000129073858,0.975496232509613,3,3249,,,,,,
,,,,3.0,3287,0.9018425941467285,-0.13105139136314392,0.8334673643112183,-0.04845471680164337,16.615053176879883,3.0965757369995117
40.27604675292969,2.8373734951019287,0.0004391999973449856,0.6275621056556702,4,3299,,,,,,
40.279335021972656,2.5023975372314453,0.00047920001088641584,0.8287404775619507,4,3349,,,,,,
40.284568786621094,2.60075306892395,0.0005191999953240156,0.9586749076843262,4,3399,,,,,,
40.29450607299805,5.924619197845459,0.0005592000088654459,0.9131635427474976,4,3449,,,,,,
40.29662322998047,3.0923783779144287,0.0005992000224068761,0.9726667404174805,4,3499,,,,,,
40.343318939208984,3.141683340072632,0.0006391999777406454,1.0302250385284424,4,3549,,,,,,
40.38386535644531,2.493943929672241,0.0006791999912820756,0.6888010501861572,4,3599,,,,,,
40.40247344970703,5.912795066833496,0.0007192000048235059,0.7901203632354736,4,3649,,,,,,
40.42724609375,2.9834165573120117,0.0007592000183649361,0.9124137759208679,4,3699,,,,,,
40.485836029052734,2.727614402770996,0.0007991999736987054,0.8241310119628906,4,3749,,,,,,
40.514488220214844,3.5241100788116455,0.0008391999872401357,0.7815711498260498,4,3799,,,,,,
40.548580169677734,2.210733413696289,0.0008792000007815659,0.8773800134658813,4,3849,,,,,,
40.56421661376953,4.374455451965332,0.0009192000143229961,0.9586965441703796,4,3899,,,,,,
40.585655212402344,4.326194763183594,0.0009592000278644264,0.9502454996109009,4,3949,,,,,,
40.59588623046875,3.043023109436035,0.0009992000414058566,1.1876904964447021,4,3999,,,,,,
40.61588668823242,2.499926805496216,0.0009607999818399549,0.9248623847961426,4,4049,,,,,,
40.62541961669922,3.343380928039551,0.0009208000265061855,0.8943073749542236,4,4099,,,,,,
,,,,4.0,4109,0.8907407522201538,-0.11700073629617691,0.851155161857605,-0.07339068502187729,16.37546730041504,3.3973724842071533
40.62958526611328,2.4254207611083984,0.0008808000129647553,0.6625655293464661,5,4149,,,,,,
40.64319610595703,5.031382083892822,0.0008407999994233251,0.6137816309928894,5,4199,,,,,,
40.653804779052734,3.0778048038482666,0.0008007999858818948,0.6833750009536743,5,4249,,,,,,
40.66142272949219,2.573247194290161,0.0007607999723404646,1.0692347288131714,5,4299,,,,,,
40.666412353515625,2.1382369995117188,0.0007208000170066953,0.8884562849998474,5,4349,,,,,,
40.67485809326172,4.781535625457764,0.000680800003465265,0.6928188800811768,5,4399,,,,,,
40.681968688964844,2.812307357788086,0.0006407999899238348,0.7183706760406494,5,4449,,,,,,
40.699851989746094,2.085055351257324,0.0006007999763824046,0.9032315015792847,5,4499,,,,,,
40.70587921142578,2.0853567123413086,0.0005608000210486352,0.7138045430183411,5,4549,,,,,,
40.71501159667969,2.4911341667175293,0.000520800007507205,0.7885419130325317,5,4599,,,,,,
40.72011184692383,4.619006156921387,0.0004807999939657748,1.0206737518310547,5,4649,,,,,,
